Index,SMILES,LogP,TPSA
485,C=COC(=O)N(C)C,0.8281000000000001,29.54
486,CCN(COC)N=O,0.5935999999999999,41.9
487,CCC=CC(C)C(=O)O,1.6733,37.3
488,OCC#C[Hg]C#CCO,-1.0247000000000002,40.46
489,NCCSc1nnc(N)s1,0.17110000000000014,77.82
490,CCCCCCCSC,3.3198000000000016,0.0
491,CCN(CC)CC#N,0.85178,27.03
492,CC(C)(N)c1cccs1,1.9419,26.02
493,CCCC[Hg],1.7516,0.0
494,CCCC[As](Cl)CC,3.0367000000000015,0.0
495,NNc1cccs1,1.0337000000000003,38.05
496,COC1CCCO1,0.7693,18.46
497,CCN(CCCl)CCCCl,2.176,3.24
498,CC(C)COC(=O)NCO,0.31840000000000007,58.56
499,CCCC(C)(C)SSCCN,2.9052000000000007,26.02
500,NNCCCCSc1ccccc1,2.0222,38.05
501,CC1CSC(C)CS1,2.2434000000000003,0.0
502,O=NN1CCSC1,0.6741,32.67
503,CN(CCCl)CCI,1.592,3.24
504,OCCN=Cc1cccs1,1.1593,32.59
505,CN(COO)N=O,0.0466999999999998,62.13
506,CCNC1CCC2CC21,1.3944,12.03
507,CCC[Hg],1.3615,0.0
508,C=C=C(Cl)CC=C,2.4701000000000004,0.0
509,ClC=CC=C(Cl)Cl,3.057900000000001,0.0
510,NC(=O)CC1CO1,-0.7394000000000003,55.620000000000005
511,CC(Cl)C(S)CS,1.8419000000000003,0.0
512,S=C=NCC(Br)=CBr,2.7204000000000006,12.36
513,ClCCCSCc1ccco1,3.141700000000001,13.14
514,CCC(O)C(C)CO,0.3857,40.46
515,C=C(C)C(C)C(C)C,2.8546000000000014,0.0
516,CCOCCBr,1.4178,9.23
517,CCSC(C)=O,1.286,17.07
518,C=CC#CC=C,1.3618,0.0
519,CC(O)C(CO)C(C)O,-0.6435000000000002,60.69
520,CP(C)(=S)Cl,1.8793,0.0
521,C=CCOC=O,0.3454,26.3
522,CC(=O)SCc1ccco1,2.0593,30.21
523,[N-]=[N+]=NCl,1.4505,48.760000000000005
524,N.N.N.N.[Cu+2],0.6454999999999996,140.0
525,CN(C)N.CNNC,-1.2380999999999982,53.32
526,COc1cnc(C)s1,1.46012,22.12
527,CC1(C)COCN1,0.3422999999999999,21.259999999999998
528,CC=CCCC=CC=O,2.0978,17.07
529,CSSCc1ccco1,2.790800000000001,13.14
530,C#CC.C=C=C,1.5968,0.0
531,CN(CCC#N)N=O,0.51328,56.46
532,N.[C-]#[N+]O,0.45688999999999996,59.59
533,CC(S)C(=O)O,0.3892999999999999,37.3
534,CC(C)(C)N=C=O,1.1207,29.43
535,CCCCCCCCCCCS,4.447000000000005,0.0
536,O=C(Cl)OCCl,1.5581,26.3
537,COC(CC(OC)OC)OC,0.6142999999999998,36.92
538,C=C(C)C=C(C)C,2.5287000000000006,0.0
539,O=C(O)C(F)(F)Cl,0.9026000000000001,37.3
540,Nc1ccc(Cl)cn1,1.3172,38.91
541,C=CC(C)C=C,1.9945,0.0
542,Cl[Se][Se]Cl,0.6174,0.0
543,Cl[Er](Cl)Cl,2.0685000000000002,0.0
544,Cl[Co](Cl)Cl,2.066,0.0
545,NC1(CO)CCCC1,0.25019999999999953,46.25
546,Cl[Pr](Cl)Cl,2.0685000000000002,0.0
547,F[SiH3],-0.7637,0.0
548,BrCc1ccccc1CBr,3.4764000000000017,0.0
549,CN(C=O)c1ccccc1,1.2792,20.310000000000002
550,OCCNc1ccccc1Cl,1.7442,32.26
551,S=C(S)N1CCNCC1,0.1062999999999999,15.27
552,CCNCCN(CC)CCNCC,0.5273000000000008,27.299999999999997
553,CCN(C)CCN(C)C,0.4996999999999998,6.48
554,ClCC#CI,1.6211,0.0
555,C1NCNCN1,-1.3586999999999994,36.089999999999996
556,COCCc1ccccn1,1.2705,22.12
557,CC(=N)N,-0.05772999999999989,49.870000000000005
558,NCc1ccc(F)cc1,1.2844,26.02
559,COc1ccnc(N)n1,0.06740000000000002,61.03
560,c1cnc2cnncc2c1,1.0248,38.67
561,c1nn[nH]n1,-0.8003000000000002,54.46
562,Fc1ccccc1I,2.430300000000001,0.0
563,N#CCCCCF,1.64978,23.79
564,FC(F)=CBr,2.1192,0.0
565,Oc1cccc(F)c1O,1.2369,40.46
566,Cc1ccc(F)cc1N,1.7163199999999998,26.02
567,O=S(=O)(F)CCl,0.4820000000000001,34.14
568,N#CC(F)(F)Cl,1.34158,23.79
569,CCC(=O)F,0.8925000000000001,17.07
570,Fc1ccccc1CBr,2.720600000000001,0.0
571,OCc1cccc(F)c1,1.318,20.23
572,CCOc1ccc(F)cc1,2.2244,9.23
573,O=CCC(F)(F)F,1.1377,17.07
574,NC(=O)Cl,0.30390000000000017,43.09
575,O=Cc1ccsc1,1.5606,17.07
576,N#CCc1cccc(F)c1,1.89178,23.79
577,CCCOCOCCC,1.7971,18.46
578,C[Hg]Br,1.4269,0.0
579,OC(CI)CI,1.2173,20.23
580,CNc1ccc(NC)cc1,1.7699999999999998,24.06
581,CC[SiH2]CC,1.0315999999999999,0.0
582,O=C1Cc2ccccc2O1,1.1481,26.3
583,Nc1ccnc2ccccc12,1.817,38.91
584,BrCCOc1ccccc1,2.4603,9.23
585,CC(=O)OCBr,0.9019,26.3
586,S=C(S)S,1.1309,0.0
587,CCCC(O)(CC)CCC,2.7277000000000013,20.23
588,CCC(=O)CCl,1.2043000000000001,17.07
589,BrC(Br)c1ccccc1,3.4750000000000014,0.0
590,Cc1cccc(N=O)c1,2.39292,29.43
591,CCCOC(OCCC)OCCC,2.5498000000000003,27.69
592,NC(=O)Oc1ccccc1,1.1441000000000001,52.32000000000001
593,Cc1ccc(NO)cc1,1.7961199999999997,32.26
594,CCCNC(=O)NCCC,1.1056,41.13
595,Brc1ccc(Br)nc1,2.6066000000000003,12.89
596,OCc1cccc(CO)c1,0.6712,40.46
597,CCCCOS(=O)OCCCC,2.1985,35.53
598,CC[Te]CC,1.567,0.0
599,O=COCCO,-0.8483,46.53
600,CCCCCCCC(N)=O,1.8322,43.09
601,CCOC(F)(F)F,1.5427,9.23
602,CNCCC#N,0.11947999999999998,35.82
603,CN1CC=CCC1,0.8781,3.24
604,COc1ccc(I)cc1,2.2998000000000003,9.23
605,CCCCCC(C)(C)S,3.2751000000000023,0.0
606,O=C(O)CCCCCCCO,1.4039,57.53
607,ClCc1cccs1,2.4869000000000003,0.0
608,C=COc1ccccc1,2.2089,9.23
609,CSP(SC)SC,3.3023000000000016,0.0
610,CC(C)=CCBr,2.3475,0.0
611,C=CCCCCCCCCl,3.751800000000003,0.0
612,c1ccc(C2CC2)cc1,2.564,0.0
613,S=C(S)N1CCCCCC1,2.0770999999999997,3.24
614,CN(C)C(C)(C)C,1.3464999999999998,3.24
615,CCC(C)N(C)C,1.3465,3.24
616,CCOC(=O)C=O,-0.25160000000000005,43.370000000000005
617,C=CCCCCCl,2.581500000000001,0.0
618,S=c1sccs1,2.53909,0.0
619,COC1=CCCCC1,2.0907,9.23
620,CC=NNc1ccccc1,2.1041999999999996,24.39
621,CCO[PH](=S)OCC,1.5655000000000001,18.46
622,C=C(C=O)CCCC,1.9317,17.07
623,O=S1(=O)OCCCO1,-0.33189999999999986,52.60000000000001
624,CNCCCC(=O)O,0.07059999999999994,49.33
625,CC1=NCCO1,0.43500000000000005,21.59
626,O=C1C=CCCCC1,1.6857,17.07
627,C1=CCCCCC=CCC1,3.453000000000002,0.0
628,O=C(Cl)N1CCCC1,1.441,20.310000000000002
629,O=Cc1cc(O)ccc1O,0.9102999999999997,57.53
630,CCCC(CCC)C(N)=O,1.6881,43.09
631,[82Rb+].[Cl-],-5.992,0.0
632,Br.CN(C)C,0.7557,3.24
633,NCC1(CN)CCCCC1,0.8542999999999994,52.04
634,[201Tl+].[Cl-],-3.3768000000000002,0.0
635,O=C(O)C1CCSS1,1.2247,37.3
636,O=c1cncc[nH]1,-0.23010000000000014,45.75
637,O=C1OCCS1,0.8698,26.3
638,Cc1cc(O)ccc1Br,2.463120000000001,20.23
639,NC(=O)N1CCCCC1,0.5509999999999999,46.330000000000005
640,CCCCCCCc1ccccn1,3.594500000000002,12.89
641,CC(=O)Nc1ccccn1,1.0399999999999998,41.99
642,C=Cc1ccc(N)cc1,1.9118000000000002,26.02
643,CCCc1cccs1,2.7006000000000014,0.0
644,Nc1cccnc1C(=O)O,0.3620000000000001,76.21
645,BrCCC=CC1CC1,2.7376000000000005,0.0
646,COC(F)(F)F,1.1526,9.23
647,[Mg+2].[Se-2],-0.7616,0.0
648,[Se-2].[Zn],-0.38330000000000003,0.0
649,CCN(CC)NNCCCO,-0.2801999999999995,47.53
650,NN1C(=O)CSC1=S,-0.27960000000000007,46.33
651,C#CC(C)=CC,1.5857999999999999,0.0
652,C=CCCCOC(C)=O,1.5157,26.3
653,C=CC=CC#N,1.25218,23.79
654,CCOP(=O)(O)O,0.11560000000000004,66.76
655,COc1ccccn1,1.0901999999999998,22.12
656,N#Cc1ccncc1C#N,0.8249599999999999,60.47
657,N#Cc1ccsc1,1.61978,23.79
658,CCCCPCCCC,3.265100000000002,0.0
659,CCN=CC(C)C,1.7331,12.36
660,Cc1cnc(Cl)nc1Cl,2.09182,25.78
661,O=[N+]([O-])CCl,0.4593999999999999,43.14
662,CCCCC(C)(C)S,2.885000000000002,0.0
663,O=C1NCCCN1,-0.31070000000000014,41.13
664,C=CC1(O)CCCCC1,1.8676,20.23
665,CCCSS(=O)CCC,2.2033000000000005,17.07
666,CCCCCS(=O)CCCCC,3.1155000000000017,17.07
667,ClCCN1CCCCC1,1.7111,3.24
668,CCO[SiH](C)OCC,0.9097,18.46
669,C=Cc1cccc(Br)c1,3.092100000000001,0.0
670,OC1CCOCC1,0.15769999999999995,29.46
671,ClCCCCCCCCCCCl,4.584800000000004,0.0
672,C=CN1CCCCCC1=O,1.5325,20.310000000000002
673,CC(=O)OC=O,-0.29410000000000003,43.370000000000005
674,C[Si]1(C)CCC1,2.0985,0.0
675,FCC(Cl)(Cl)Cl,2.3261000000000003,0.0
676,COc1ccc(CN)cc1,1.1539,35.25
677,C=COC(=O)C(C)C,1.3291,26.3
678,CCSC(=O)CC,1.6761,17.07
679,CN(C)CC(=O)O.Cl,0.054400000000000004,40.540000000000006
680,NC1CCC1,0.4975999999999999,26.02
681,Fc1cccc(S)c1,2.1144,0.0
682,O=CC#Cc1ccccc1,1.2369999999999999,17.07
683,CCCC[Pb]CCCC,3.1274000000000015,0.0
684,On1nnc2ccccc21,0.6685999999999999,50.94
685,CCC(C)(OO)OO,1.0917999999999999,58.92
686,C=CCCCCCCBr,3.517800000000003,0.0
687,N#CCc1ccccn1,1.14768,36.68
688,NCCOCCN,-1.0795999999999994,61.269999999999996
689,COC(=O)C1CC1,0.5693999999999999,26.3
690,CCCCOC(=O)CN,0.2884000000000001,52.32
691,C=CCOC(=O)CCl,0.9544,26.3
692,CCCCNCC#N,0.89968,35.82
693,C=C(C)CCCC(C)C,3.3888000000000025,0.0
694,Nc1ccccc1C1CC1,2.1462000000000003,26.02
695,O=NN1CC=CCO1,0.47120000000000006,41.900000000000006
696,C=CCOCCCCCCCCCC,4.329700000000003,9.23
697,OCN1CCN(CO)CC1,-1.4963999999999988,46.94
698,O=C=Nc1ccccc1Cl,2.3073000000000006,29.43
699,N#CCCC=O,0.48908,40.86
700,C=CCC1CCCC1,2.752700000000001,0.0
701,CCCC(=O)NN,-0.2235999999999999,55.120000000000005
702,Nc1cc(Br)ccc1Br,2.7938,26.02
703,CCCCCCCCCCCCSC,5.270300000000005,0.0
704,CN1CCSC1=N,0.5997699999999999,27.090000000000003
705,CCCCOOCCCC,2.5348000000000006,18.46
706,Clc1ccnc(Cl)n1,1.7833999999999997,25.78
707,Cc1ccc(C)c(S)c1,2.5921400000000006,0.0
708,C=C=CC(C)(C)C=O,1.5526,17.07
709,CC(=O)Nc1cnns1,0.4964999999999999,54.88
710,CC#CN(CC)CC,1.3090000000000002,3.24
711,C=CN1CCOC1=O,0.5821000000000001,29.54
712,COC(=O)n1cccc1,1.1025999999999998,31.23
713,Nc1cncc(N)c1,0.24600000000000033,64.92999999999999
714,Nc1cn[nH]c1,-0.008099999999999885,54.699999999999996
715,CCCCCCCC1OCCO1,2.719800000000001,18.46
716,COc1cccc(CO)c1O,0.8930999999999998,49.69
717,N#CCCC1OCCO1,0.66308,42.25
718,BrC1CCC1,1.9338,0.0
719,C=C(C=O)C(C)C,1.3975,17.07
720,CCCCCCCN=C=S,3.0596000000000014,12.36
721,OCCCCC1CCCCC1,2.729300000000001,20.23
722,OCC1CCCCCC1,1.9491,20.23
723,O=C(O)c1cncnc1,0.1747999999999999,63.08
724,CCCP(=O)(Cl)Cl,3.0671000000000017,17.07
725,CC(C)Cc1ccncc1,2.2801,12.89
726,COc1cccc(CCO)c1,1.23,29.46
727,N#Cc1[nH]cnc1N,-0.1364200000000001,78.49
728,Cc1nnnn1C,-0.48148000000000013,43.6
729,C=C(C)CCOC(C)=O,1.5157,26.3
730,Cc1n[nH]c(C)c1N,0.6087400000000001,54.7
731,C1C2C3C2C2C1C32,1.1281,0.0
732,CC(C)CNC(N)=O,0.31070000000000014,55.12
733,CCP(=O)(CC)CC,2.4092000000000002,17.07
734,CC1CCCNC1,1.0059,12.03
735,FC1(F)CCC1(F)Cl,2.3201,0.0
736,COC(=O)CC(C)Cl,1.1767999999999998,26.3
737,CC(C)N=O,1.1612,29.43
738,CCCCCCCCC(O)CO,2.0902000000000007,40.46
739,O=C(Cl)C(Br)Br,1.8677,17.07
740,CC(CO)(CCl)CCl,1.4626,20.23
741,CN1CCC(Cl)CC1,1.3194,3.24
742,C1CNC2NCCNC2N1,-1.9757999999999978,48.12
743,CC(C)OCCOCCO,0.42029999999999995,38.69
744,OCCSCCCCCCSCCO,1.9978000000000002,40.46
745,CCC1CCC(=O)CC1,2.1557000000000004,17.07
746,OCCCCCCCCCCCCO,2.872000000000002,40.46
747,C1=NCCC1,0.851,12.36
748,CSc1cccs1,2.4700000000000006,0.0
749,CCCCN(CCS)CCCC,2.8184000000000013,3.24
750,Sc1cc(Cl)ccc1Cl,3.2821000000000007,0.0
751,CC(=O)Nc1cccnc1,1.0399999999999998,41.99
752,N#CC(=O)c1cccs1,1.45438,40.86
753,O=C1CCC(=O)N1O,-0.4754,57.61
754,CCC(=O)C(CC)CC,2.401700000000001,17.07
755,Cl.Cl.NCCCCCN,0.9177,52.04
756,Nc1cccc(CO)c1,0.7611000000000001,46.25
757,CCC=CCCCO,1.7250999999999999,20.23
758,Nc1cccc(NC=O)c1,0.8371,55.12
759,CCCCc1cc(C)ccn1,2.7326200000000007,12.89
760,CCOc1ccc(C)cc1N,1.97592,35.25
761,NNC1CCCCC1,0.7823999999999993,38.05
762,Ic1ccc2ccccc2n1,2.8394000000000004,12.89
763,CNOC.Cl,0.18899999999999995,21.259999999999998
764,O=CC1CCCCCCC1,2.5458000000000007,17.07
765,COc1ccc(C)cc1C,2.3120400000000005,9.23
766,NC1CCC(O)CC1,0.24859999999999977,46.25
767,N#Cc1cncc(Cl)n1,1.00168,49.57
768,COc1ccccc1CCl,2.434,9.23
769,CC=CCOC(C)=O,1.1256,26.3
770,CCCCCCCCNCCNCCN,1.4848000000000003,50.08
771,C=C[SiH3],-0.5047,0.0
772,CCCCCCCCCCCCNC,4.126700000000003,12.03
773,O=C(CS)OCCO,-0.5483,46.53
774,C=C(C)c1ccccc1C,3.0281200000000013,0.0
775,COc1ccccc1CCO,1.23,29.46
776,C1CCn2nnnc2C1,0.009399999999999853,43.6
777,CC(=O)CNC(C)=O,-0.2885,46.17
778,F[Zr](F)(F)F,1.6783000000000001,0.0
779,Cl.Cl.O=[U]=O,0.6059999999999999,34.14
780,CC(C)(C)N.Cl,1.1654,26.02
781,NC(=O)N=C1SCCS1,0.9011000000000001,55.45
782,CCCCOCCCO,1.1855,29.46
783,OC1CSC1,0.09410000000000007,20.23
784,C[Si](Cl)(Cl)Br,2.427600000000001,0.0
785,CCOP(=O)(OC)OC,1.4238,44.760000000000005
786,C=C(C)C1=NCCO1,0.9912000000000001,21.59
787,CNc1ccccc1C.Cl,2.4585200000000005,12.03
788,CC(=O)SCC(=O)Cl,1.0314999999999999,34.14
789,CCN1C(=O)COC1=S,0.15000000000000002,29.540000000000003
790,[As]#[Gd],-0.3808,0.0
791,[Cu]=[Te],-0.38330000000000003,0.0
792,S=[Ge]=S,0.9156,0.0
793,[Te]=[Mn]=[Te],-0.7641,0.0
794,O=[Nb]=O,-0.2401,34.14
795,O=[W]=O,-0.2401,34.14
796,[Sr]=[Te],-0.7616,0.0
797,[Cr]=[Se],-0.38330000000000003,0.0
798,[Te]=[W]=[Te],-0.7641,0.0
799,O.O.O.O.[Pt],-3.3013000000000003,126.0
800,[Rb][Te][Rb],-1.1424,0.0
801,[Be]=[Te],-0.7616,0.0
802,[As]#[Sm],-0.3808,0.0
803,[Se]=[Mn]=[Se],-0.7641,0.0
804,CC(=O)SCCCCl,1.895,17.07
805,Cc1cc(Br)sc1Br,3.5815200000000003,0.0
806,CNC(=O)N(C)N=O,-0.06099999999999989,61.77
807,C=COS(=O)(=O)O,-0.05070000000000002,63.60000000000001
808,O=C1CCCc2sccc21,2.2671,17.07
809,IP(I)P(I)I,5.2652,0.0
810,Br[Sc](Br)Br,2.5343,0.0
811,Br[U](Br)(Br)Br,3.3824,0.0
812,Br[Pr](Br)Br,2.5368,0.0
813,Cl[Ta](Cl)Cl,2.066,0.0
814,F.O=[Nb]=O,-0.08760000000000001,34.14
815,C=Cc1cccc[n+]1C,1.1541,3.88
816,F[Nd](F)F,1.2606000000000002,0.0
817,Br[Sm](Br)Br,2.5368,0.0
818,F[Gd](F)F,1.2606000000000002,0.0
819,I[Hf](I)(I)I,3.5403000000000002,0.0
820,I[Sm](I)I,2.6571000000000002,0.0
821,CC(=O)OCC(=O)O,-0.36590000000000017,63.60000000000001
822,C=CCC(C)=O,1.1515,17.07
823,O=[Ti+2],-0.1213,17.07
824,C#CCCCCl,1.6386,0.0
825,CN(C)Cc1ccco1,1.3412000000000002,16.380000000000003
826,Nc1cnc(Cl)nc1N,0.2944000000000002,77.82
827,CCC#CCCCC,2.5900000000000007,0.0
828,OCc1cccc(Br)c1,1.9413999999999998,20.23
829,C=CC1OCC(O)CO1,-0.09380000000000005,38.69
830,N=C(N)SCCCO,-0.004529999999999812,70.10000000000001
831,CCCCCC#CC=CCO,2.1186000000000003,20.23
832,CC1=CCOCC1,1.353,9.23
833,C[Si](C)(Cl)CBr,2.3644,0.0
834,Cn1nc2ccccc2n1,0.9682999999999999,30.71
835,O=C(NCO)OCCO,-1.3453,78.79
836,OCCCC(O)CO,-0.8879000000000004,60.69
837,CCC(CO)OC,0.4037,29.46
838,CCC(C)CCC(C)CC,3.858800000000003,0.0
839,CCCCCCOCC(O)CCl,2.183,29.46
840,CCC1(C)OCCN1CCO,0.4371000000000001,32.7
841,OCCC1CCCN1,0.12079999999999985,32.26
842,Cc1ccc2ccoc2c1,2.741220000000001,13.14
843,CCC[Si](C)(C)Cl,2.840300000000001,0.0
844,OCCOCCN(CCO)CCO,-1.7180999999999986,73.16000000000001
845,CC=C(Br)C(=O)OC,1.4581,26.3
846,CSCCC(O)C#N,0.62398,44.019999999999996
847,ClSC1CCCCC1,3.206100000000001,0.0
848,COCCCCCl,1.6518,9.23
849,C=C[SiH](Cl)Cl,1.4097,0.0
850,CCC#CCC(OCC)OCC,2.189,18.46
851,CCC#CCCCCCCCl,3.589100000000003,0.0
852,Cc1cccc(Cl)n1,2.04342,12.89
853,CCCC=CC=CCO,1.8912,20.23
854,COC1CCC1,1.1853,9.23
855,Cc1ccc(S)cc1C,2.5921400000000006,0.0
856,S=[Hf]=S,1.2939,0.0
857,CC(C)NCCN,-0.056900000000000284,38.05
858,CCCC=CC(C)(C)C,3.3888000000000025,0.0
859,COC(=O)COCO,-0.8742000000000003,55.760000000000005
860,Cc1noc(C)c1CCl,2.03024,26.03
861,O=C(Cl)c1cnccn1,0.8555999999999999,42.85
862,CC(=O)CC(C)(C)S,1.6739,17.07
863,CCCCCCOC(=O)CS,2.0397000000000003,26.3
864,CC(=O)OCCCCCCl,1.9586,26.3
865,CCOC(CNC)OCC,0.6048999999999998,30.49
866,C=C(C)COC(=O)CC,1.5157,26.3
867,CCSCC(C)=O,1.3285,17.07
868,Cln1nnc2ccccc21,1.4332,30.71
869,O=C(O)CC1=CCCC1,1.5714000000000001,37.3
870,O=C(O)Cn1ncnn1,-1.2423000000000002,80.89999999999999
871,CCCCCCC(C)(O)CC,3.1178000000000017,20.23
872,CCC1OCCC(C)O1,1.5479,18.46
873,CNC(=O)CN,-1.3089,55.120000000000005
874,C=C(C)CCCO,1.335,20.23
875,COCN=C(N)NC#N,-1.0243199999999992,83.43
876,Nc1nsc2ccccc12,1.8784999999999998,38.91
877,C[Sn]Cl,0.8925,0.0
878,O=COC1CCCCCCC1,2.2723000000000004,26.3
879,CCCC(=O)NC(N)=O,-0.01859999999999956,72.19
880,CCNCCCCCS,1.696,12.03
881,CCCNCCCN,0.3347999999999999,38.05
882,NCCNCCN1CCNCC1,-1.5600999999999976,53.32
883,N#CCCOCCO,-0.09101999999999993,53.25
884,O=C(CO)CCl,-0.21339999999999998,37.3
885,O=S(=O)(O)CCCCS,0.5842,54.370000000000005
886,COC(=NC#N)OC,0.11627999999999994,54.61
887,CCCCCCCCCC=CCO,3.6756000000000033,20.23
888,CCOC(=O)C(C)SSC,1.9492,26.3
889,O=CN1CCCCCC1,1.0188,20.310000000000002
890,[As]#[In],-0.7616,0.0
891,CCC=CCCC(C)O,2.1136000000000004,20.23
892,OC(CF)CCl,0.5556000000000001,20.23
893,OCC(O)CI,-0.22539999999999977,40.46
894,CC(Br)(CBr)CBr,2.929800000000001,0.0
895,COC(C)C(=O)Cl,0.7867,26.3
896,COCCc1ccc(O)cc1,1.5811,29.46
897,CC=CC=CCCCCCCCO,3.451600000000002,20.23
898,CC(Cl)CN(C)C,1.1753,3.24
899,FC(F)C(F)Cl,1.7859,0.0
900,CCCOC(=O)C(C)O,0.3204000000000001,46.53
901,CC(C)Cc1ccccc1O,2.5907000000000013,20.23
902,O=NN1CCCOC1,0.3476,41.900000000000006
903,C[Hg+].[SH-],0.3112,0.0
904,CCCC1C=CC(=O)O1,1.2681,26.3
905,COCCCCC1CCCCC1,3.3834000000000026,9.23
906,COC(=O)Cc1ccsc1,1.4636,26.3
907,COC(=O)C1CCCN1,-0.08860000000000018,38.33
908,CC1CCC2CCCCC2C1,3.6128000000000027,0.0
909,C=CC(C)CO,0.8008,20.23
910,Cc1ccc(Br)cc1Br,3.5200200000000006,0.0
911,C.CCCCCCCC,4.002900000000003,0.0
912,OCCSCSCCO,0.3949,40.46
913,CCC(C)C1CCCCC1O,2.583600000000001,20.23
914,CC(=O)Nc1nncs1,0.4964999999999998,54.88
915,CCCC=Nc1ccccc1,3.189000000000002,12.36
916,CCCSP(SCCC)SCCC,5.6429000000000045,0.0
917,CC1(C)SCCNC1=O,0.6279999999999999,29.1
918,O=C1CCC(=O)N1CO,-0.9148000000000001,57.61
919,C=CCOC(=O)C(C)O,0.09639999999999999,46.53
920,CCC(Br)C(C)Br,2.9433000000000016,0.0
921,CCN(CC)CC(C)O,0.7089999999999999,23.47
922,CC(O)C(=O)NCCO,-1.5243,69.56
923,CC1SCCNC1=O,0.23789999999999983,29.1
924,OCC1CCC=CO1,0.6714,29.46
925,CCC(=O)C(O)CC,0.7363999999999999,37.3
926,Cc1ccncc1C(N)=O,0.48892,55.98
927,C#CC(O)(C=C)CC,0.9467,20.23
928,CC(CC#N)N1CC1,0.60418,26.799999999999997
929,CC(=O)Cc1ccccn1,1.2131,29.96
930,Cc1ccc(C)n1CCO,1.09724,25.16
931,CSC(=O)N1CCCCC1,1.9553,20.310000000000002
932,ClCCCSCCCCl,2.977400000000001,0.0
933,O=S(=O)(O)CCCCO,-0.3532999999999999,74.60000000000001
934,O=NN1CCCNC1=O,0.08310000000000001,61.77
935,N#CCCn1cccc1,1.4017799999999998,28.72
936,CNC(=O)c1ccncc1,0.4412000000000001,41.99
937,CSc1cccc(Cl)c1,3.0619000000000014,0.0
938,NCC1CC2CCC1C2,1.3813000000000002,26.02
939,C1CCC2CNCCC2C1,1.7861,12.03
940,CC1CNC(=O)N1,-0.31229999999999997,41.13
941,NCC1CCCCO1,0.5141999999999998,35.25
942,O=C1OCC(CO)O1,-0.48590000000000005,55.760000000000005
943,CN1CCCCC1CCO,0.8531,23.47
944,CC(=O)CC1C=CCC1,1.9317,17.07
945,CC(C)COCC1CO1,1.0577999999999999,21.759999999999998
946,CCCCC(F)C(=O)O,1.5993000000000002,37.3
947,CC(C#N)CCl,1.38488,23.79
948,CC(C)C(C)(O)CO,0.3857,40.46
949,C1OC1CC1CO1,0.17409999999999992,25.06
950,CC(=NN)C(C)=NN,-0.3444000000000002,76.75999999999999
951,O=C(O)C(O)CBr,-0.1731999999999999,57.53
952,CNCC=CCNC,-0.018600000000000116,24.06
953,C#CCOCC(O)CO,-1.0106000000000002,49.69
954,CCC#CC=CCCCCCCO,2.898800000000002,20.23
955,CSCCC1OCC(C)O1,1.5009,18.46
956,CCOC(=O)C(C)CBr,1.5805,26.3
957,ClCc1ccccc1I,3.030000000000001,0.0
958,CC(C=O)CCC=O,0.8005,34.14
959,CC(C)=CC(C)=NO,1.8027,32.59
960,CSc1nsc(N)n1,0.8422000000000001,51.8
961,CC(O)CNCCN,-1.0844999999999994,58.28
962,NC(CCCF)C(=O)O,0.14799999999999985,63.32000000000001
