Index,SMILES,LogP,TPSA
963,CC(Cl)C(F)F,1.8788000000000002,0.0
964,C[Sn](Cl)(Cl)Cl,2.2715000000000005,0.0
965,O=C1NC2CCCCC2N1,0.6103999999999998,41.13
966,CC(C)CCCCCCCN,2.941700000000001,26.02
967,CCN=C(N)SCCN,0.012900000000000023,64.39999999999999
968,NOCc1ccccc1,1.0769,35.25
969,CC(C)C=CCC(C)C,3.2447000000000017,0.0
970,NN=Cc1ccccc1O,0.6848000000000001,58.61
971,Nc1ccc(C=NO)cc1,1.0769000000000002,58.61
972,CCC(C)CCCC(C)=O,2.791800000000001,17.07
973,CCCCC(Br)CCC,3.7402000000000033,0.0
974,CCCCC1=CC=CC1,3.0629000000000017,0.0
975,CC(C)C(C)C=O,1.4774,17.07
976,CN1OC1c1ccccc1,1.5621999999999998,15.54
977,CNC(=O)c1nonc1C,-0.2623800000000003,68.02000000000001
978,CN1CCCC(CCl)C1,1.567,3.24
979,Cc1ccc(N)nc1N,0.5544200000000001,64.92999999999999
980,O=P(O)(O)O.OCCO,-1.9576000000000005,118.22000000000001
981,C#CCCC#CCCCC,2.593400000000001,0.0
982,Nc1cccc2c1NCCC2,1.6269,38.05
983,C#Cc1cccc(N)c1,1.2501000000000002,26.02
984,[240Pu],0.0,0.0
985,[147Pm],0.0,0.0
986,[135IH],0.6180000000000001,0.0
987,COCCOC(C)(C)C,1.4479,18.46
988,CCCc1cncc(C)c1,2.3425200000000004,12.89
989,CCCCCCCC(=O)CCO,2.2984000000000004,37.3
990,C=CCOCCCOCCCOC,1.6321999999999999,27.69
991,O=S(=O)(O)CS,-0.23849999999999982,54.370000000000005
992,CC=CCCC(OCC)OCC,2.7418000000000013,18.46
993,CC1CN(C)CCC1=O,0.5270999999999999,20.310000000000002
994,O=C1CCCCCCC1Cl,2.517100000000001,17.07
995,CC(=O)C(=O)[O-],-1.6747000000000003,57.2
996,CCOc1ccc(NO)cc1,1.8863999999999999,41.489999999999995
997,CCCCCCOC(C)OC,2.5757000000000003,18.46
998,CCC1CCC(C)CC1C,3.468700000000003,0.0
999,CCC=CC=CCCCCCCO,3.451600000000002,20.23
1000,CC(C)SSSSC(C)C,4.481000000000003,0.0
1001,CC(CO)n1ccnc1,0.43639999999999995,38.05
1002,Cc1nccn1C(C)CO,0.7448199999999998,38.05
1003,C/C=C/CSC(=N)N,1.18917,49.870000000000005
1004,COCC(CO)(CO)CO,-1.4039,69.92
1005,C=CC=CC=CC=CC=C,3.027000000000002,0.0
1006,CC(=O)CSc1ccco1,1.9607,30.21
1007,OCCOCC1CCCO1,0.17430000000000012,38.69
1008,CC(CN)CN(C)C,0.14280000000000026,29.259999999999998
1009,CC(O)CC(C)(C)C,1.8034,20.23
1010,OC(CS)CCl,0.5159,20.23
1011,CCC(C)N1CCOCC1,1.1171,12.47
1012,CC1CCCC(N)C1,1.5238,26.02
1013,CCOC(C)OCC(C)C,2.0415,18.46
1014,CC(Cl)C(F)(F)Cl,2.4453000000000005,0.0
1015,CCC(C)OCCO,0.7938000000000001,29.46
1016,CC=CCC=O,1.1515,17.07
1017,CC1(CN)CCCO1,0.5142000000000003,35.25
1018,CN1CCCC1O,0.030399999999999927,23.47
1019,O=CCSc1ccco1,1.5706,30.21
1020,CC(CN)=NNC(N)=O,-1.010699999999999,93.5
1021,[Zr]#[Sb],-0.38330000000000003,0.0
1022,C#CC(C)CCl,1.4945,0.0
1023,CC(=O)OCCN,-0.49179999999999996,52.32
1024,C[n+]1ccccc1C#N,0.38277999999999984,27.669999999999998
1025,OCOCCOCCOCCOCO,-1.0475999999999992,77.38000000000001
1026,Brc1cccc2ccoc12,3.1953000000000005,13.14
1027,CN=C(N)SCCN,-0.3771999999999999,64.39999999999999
1028,OC1CCCCCC1O,0.6722999999999999,40.46
1029,CC1CCCC(C)C1=N,2.46227,23.85
1030,CC(=O)CCC(C)O,0.7363999999999999,37.3
1031,[153Sm],0.0,0.0
1032,CC[Sn]CC,1.567,0.0
1033,O=C(O)O.[Fe],0.21989999999999998,57.53
1034,OOC(Cl)(Cl)Cl,1.8037,29.46
1035,[AlH+2],-0.6485000000000001,0.0
1036,NCCSc1ccc(O)cc1,1.443,46.25
1037,CC1(CS)CCO1,1.0952,9.23
1038,O=S(=O)(O)OCCCl,0.04460000000000014,63.60000000000001
1039,CNCCSC(=N)N,-0.16753000000000007,61.900000000000006
1040,Cc1nccn1CCCl.Cl,1.8521199999999998,17.82
1041,CN1CCCC1CN,0.0393,29.259999999999998
1042,O=[N+]([O-])CI,0.6556,43.14
1043,CC(C)(C)P(Cl)Cl,3.5744000000000016,0.0
1044,CC1CCCOC1,1.4329,9.23
1045,N#CCCN1CCCC1,0.99588,27.03
1046,CCOC(=O)SCl,2.0299,26.3
1047,CC1=[N+](C)CCS1,0.7938999999999999,3.01
1048,O=S1(=O)C=CC=C1,0.4422000000000001,34.14
1049,N#CC1CN1,-0.5182200000000001,45.730000000000004
1050,CC(C)COC(C)(C)C,2.4575000000000005,9.23
1051,CCc1ccnc(N)c1,1.2262,38.91
1052,CCCCCCCOC(=O)Cl,3.332200000000002,26.3
1053,CCc1cccc(C=O)c1,2.0615,17.07
1054,CC(C)CN(C)N=O,1.2556,32.67
1055,ClCCCCCCI,3.220600000000002,0.0
1056,OCC[n+]1ccccc1,-0.033600000000000296,24.11
1057,C=CCCCCCCC(C)=O,3.102000000000001,17.07
1058,COCCCCl,1.2617,9.23
1059,NCCSCc1ccco1,1.4715,39.16
1060,C1CCN2CCCCC2C1,2.0248,3.24
1061,O=C1C=C(CCl)CO1,0.7083999999999999,26.3
1062,CCCCC(C)CC=O,2.401700000000001,17.07
1063,O=C=NC(=O)Cl,0.681,46.5
1064,OC1CCCCC2OC2C1,1.0788,32.76
1065,CCCC=C(C)C(=O)O,1.8174000000000001,37.3
1066,CNN(C)c1ccccc1,1.2572,15.27
1067,CN(C)S(=O)(=O)F,-0.2376999999999997,37.38
1068,CCOC(=O)CCCCCCF,2.469500000000001,26.3
1069,CCOC(F)(F)C(F)F,1.8808000000000002,9.23
1070,CC(Cl)(Cl)N=O,1.9041000000000001,29.43
1071,O=Nc1ccc(O)cc1O,1.4957,69.89
1072,CN(C)CCCNN,-0.5985999999999991,41.29
1073,CCCCCCCC1NCCS1,3.009400000000001,12.03
1074,CONCCc1ccccc1,1.3801,21.259999999999998
1075,CN(C)C(CS)CS,0.7761999999999998,3.24
1076,O=C1CCOCC1,0.3659,26.3
1077,CCC1(C)CO1,1.1853,12.53
1078,CCC(C)C(C#N)CC,2.582280000000001,23.79
1079,CCCCCCCCCCC=CCl,5.269700000000005,0.0
1080,c1cnnnc1,-0.12840000000000007,38.67
1081,O=CC1CC1,0.5952999999999999,17.07
1082,CC(C)N=NC(C)C,2.2554000000000007,24.72
1083,CB(C)Br,1.6323999999999999,0.0
1084,CN=C(NC)NC,-0.5890000000000004,36.42
1085,[TeH][TeH],-1.2970000000000002,0.0
1086,[2H]N([2H])[2H],0.16199999999999998,35.0
1087,CCC=NN=CCC,1.863,24.72
1088,CC(N)CC#N,0.24728000000000017,49.81
1089,CC[Hg]C,1.5552,0.0
1090,COC(=O)CC(=O)Cl,0.31489999999999996,43.370000000000005
1091,Cc1c(Cl)cccc1Br,3.410920000000001,0.0
1092,OCC(Br)Br,1.0946,20.23
1093,O=O.[He],0.067,34.14
1094,O=C1OCCCO1,0.5433,35.53
1095,C=C(N)C(=O)O,-0.45659999999999995,63.32000000000001
1096,NCCC(F)(F)CN,-0.07079999999999986,52.04
1097,C=C1OC=CC1=O,0.6131,26.3
1098,CSSc1nnnn1C,0.5801999999999998,43.6
1099,CCC1(CC)NN1,0.6104999999999999,43.88
1100,C[Se+](C)CCO,0.7330999999999999,20.23
1101,CCN(N=O)C(=O)NC,0.3291,61.77
1102,O=C(O)C1=CCCCN1,0.3383000000000001,49.33
1103,COC1CCC(=O)CO1,0.33840000000000003,35.53
1104,NCC[As](=O)(O)O,-1.7008999999999999,83.55000000000001
1105,CC(=O)NCCCNCCCN,-0.5489999999999984,67.15
1106,CC1(N)CCSC1=O,0.3673000000000003,43.09
1107,NCC[Se]c1ccccc1,0.39309999999999956,26.02
1108,CNNC.Cl,-0.2380000000000001,24.06
1109,CC(=O)NOC(C)=O,-0.3994,55.4
1110,C=COP(=O)(O)O,0.2391999999999999,66.76
1111,CCCC(OO)N(C)N=O,1.2154,62.13
1112,ClNCCc1cnc[nH]1,0.6955999999999999,40.71
1113,C1CCC2(C1)CCC2,2.7307000000000015,0.0
1114,C1C2CC3CC1C3C2,2.0524,0.0
1115,c1cnc2cccnc2c1,1.6298000000000001,25.78
1116,C1CC2CCC1OO2,1.2593999999999999,18.46
1117,C1CCC2OOC(C1)O2,1.191,27.69
1118,c1cc[se]c1,0.7435999999999999,0.0
1119,C1=C[Se]C=CS1,1.3798,0.0
1120,FB(F)c1ccccc1,1.3208,0.0
1121,c1cn2ncnc2cn1,0.12429999999999986,43.08
1122,FC(F)(F)[Hg]I,1.9386999999999999,0.0
1123,CCB(F)F,1.4335,0.0
1124,CCOc1ccccc1F,2.2244,9.23
1125,CCOc1cccc(F)c1,2.2244,9.23
1126,FP(F)N=C=S,2.2551,12.36
1127,O=C1CCCCCCO1,1.4937,26.3
1128,CC(N)C(C)N,-0.3192000000000001,52.04
1129,CCCc1ccc(Br)cc1,3.401600000000002,0.0
1130,CCCC(C)(O)CCC,2.3376,20.23
1131,CCOc1ccccc1C,2.39372,9.23
1132,COCCC(C)C,1.6789,9.23
1133,CCP(N(C)C)N(C)C,1.4414,6.48
1134,CCCC=CCCCCCC,4.313100000000003,0.0
1135,CC1(C)C=CCCC1,2.752700000000001,0.0
1136,C1=CCC=CCC=CC1,2.8389000000000006,0.0
1137,COc1ccccc1N(C)C,1.7611999999999999,12.47
1138,C[Ge](F)(F)F,1.4636,0.0
1139,C=COCCOC=C,1.3066,18.46
1140,CCCC=CC(N)=O,0.8280000000000001,43.09
1141,C=CC=CC(C)C=C,2.550700000000001,0.0
1142,CCCCSC(C)=O,2.0662000000000003,17.07
1143,BrC#Cc1ccccc1,2.3905000000000003,0.0
1144,C=CC=CCC=C,2.3047000000000004,0.0
1145,CC#CC#CC#CC,1.0364,0.0
1146,CC(=O)NC(C)C,0.5309000000000001,29.1
1147,S=c1ccscc1,2.47759,0.0
1148,CC=C1CCCCC1=O,2.0758,17.07
1149,CN=Cc1ccccc1OC,1.7439,21.59
1150,[O-][n+]1ccccn1,-0.2849999999999999,39.83
1151,S=C=NCCBr,1.4841,12.36
1152,BrC1C=CCCC1,2.49,0.0
1153,COC(C)Cl,1.2176,9.23
1154,O=C=Nc1ccccc1Br,2.4164000000000003,29.43
1155,C#CC#CSCC,1.3336000000000001,0.0
1156,F[C](Cl)Cl,1.88049,0.0
1157,C[Ge]1(C)CC=CC1,2.2646000000000006,0.0
1158,CB(C)Cl,1.4763,0.0
1159,CC1CCCCC(=O)N1,1.0651,29.1
1160,CC(C)c1ccccc1F,2.9491000000000014,0.0
1161,CCC(C)(C)C=O,1.6215,17.07
1162,ClCP(Cl)Cl,2.9722,0.0
1163,CO[SiH3],-1.0868000000000002,9.23
1164,CCCC(O)(CCC)CCC,3.1178000000000017,20.23
1165,CC1CCNC(=O)CC1,0.9225999999999999,29.1
1166,O=C=C=C=S,0.1279,17.07
1167,CSc1cccc(SC)c1,3.1304000000000016,0.0
1168,CCCC(=O)OCC1CO1,0.7285,38.83
1169,[CH2]CCC,1.62059,0.0
1170,BrCC1CCCCC1,2.9616000000000016,0.0
1171,C#CCN(C)CC#C,0.1846000000000001,3.24
1172,O=[C]Cl,0.2924,17.07
1173,[2H]C=C,0.8022,0.0
1174,CCCCNC(=O)CCCC,2.0929,29.1
1175,Fc1cc(F)ncn1,0.7548000000000001,25.78
1176,CC#CC#CC,1.033,0.0
1177,O=C1CCC2CCCCC12,2.1557000000000004,17.07
1178,C=C=C=C,1.1124,0.0
1179,[CH]=C=C,0.76049,0.0
1180,N#CC1=CCCC1,1.62028,23.79
1181,[CH]1CCCCC1,2.15479,0.0
1182,[CH2]C(F)(F)F,1.38279,0.0
1183,CCCCC1=CCCCC1,3.6770000000000023,0.0
1184,C1CC2CCC1N=N2,1.7633999999999999,24.72
1185,O=C1C=CCS1,0.816,17.07
1186,CC[As](Br)CC,2.4126000000000003,0.0
1187,C#CC=CSC,1.4963,0.0
1188,CC[Sn](C)(C)C,2.3445,0.0
1189,Cc1cncs1,1.45152,12.89
1190,CC=CC=NCC,1.6532,12.36
1191,[CH2]C(C)(C)C,1.86659,0.0
1192,CC1(C)CS1,1.5118,0.0
1193,[CH]1CCCC1,1.7646899999999999,0.0
1194,CC1(C)CCNCC1,1.396,12.03
1195,CC=CCSC,1.9255,0.0
1196,ICCCc1ccccc1,3.0542000000000016,0.0
1197,C#COc1ccccc1,1.6561000000000001,9.23
1198,C=C(O)c1ccccc1,2.2153,20.23
1199,N#CC1CCNCC1,0.5095799999999999,35.82
1200,C=C(C)N,0.4787,26.02
1201,C#CC#CCC,1.033,0.0
1202,CCCCOc1ccccc1N,2.4477,35.25
1203,O=C1C=CC(=O)CC1,0.4745999999999999,34.14
1204,[CH2]C(C)C,1.4764899999999999,0.0
1205,CC(C)=C1CC1,2.1166,0.0
1206,CCCC1CCC1,2.5866000000000007,0.0
1207,CN1CCC1,0.32189999999999996,3.24
1208,[S]c1ccccc1,2.2429999999999994,0.0
1209,CCB(Cl)CC,2.2565,0.0
1210,CCCCc1ccncc1,2.424200000000001,12.89
1211,CCC(N)CCC(=O)O,0.5884999999999998,63.32000000000001
1212,CC1CC(=O)NC1=O,-0.3310000000000001,46.17
1213,C1CCOOC1,0.7284,18.46
1214,CP(=S)(Br)Br,2.7155000000000005,0.0
1215,CC(=O)C(C)(C)Cl,1.5928,17.07
1216,S=C=NCCCl,1.3279999999999998,12.36
1217,CC#CCN(CC)CC,1.3515000000000001,3.24
1218,B1NBNBN1,-3.4317000000000006,36.089999999999996
1219,Cn1ccn(C)c1=S,1.09309,9.86
1220,CP(C)(=S)Br,2.0354,0.0
1221,CC(C)C(C)C1CC1,2.6885000000000012,0.0
1222,CC=NC(C)(C)C,1.8756000000000002,12.36
1223,C1=CC2CCCC1CC2,2.752700000000001,0.0
1224,C1=CC2C=CC1CCC2,2.5287000000000006,0.0
1225,CC1C=CC(=O)S1,1.2045,17.07
1226,CCN(CC)CC(N)=O,-0.1865,46.33
1227,NC1c2ccccc2CC1O,0.6034000000000002,46.25
1228,CC12CCC(CC1)C2,2.5866000000000007,0.0
1229,C=C=CC=C,1.5135,0.0
1230,[SiH2]=C=[SiH2],-2.1107,0.0
1231,C[Sb](C)(C)(I)I,3.142000000000002,0.0
1232,CSc1ccco1,2.0015,13.14
1233,C1=CCCCCCCCCC1,4.067100000000003,0.0
1234,C=C1CC=CCC1,2.2827,0.0
1235,CC(C)(CO)CCCN,0.7438000000000002,46.25
1236,Cl.Cl.O=[Mo]=O,0.6034999999999999,34.14
1237,C=CP(CCCC)CCCC,4.212000000000003,0.0
1238,ClB(Cl)Br,1.8437999999999999,0.0
1239,Br[U]Br,1.6912,0.0
1240,F.F.O=[Mo]=O,0.06490000000000007,34.14
1241,F[Pu](F)F,1.2606000000000002,0.0
1242,O=C1OCCC1S,0.23169999999999996,26.3
1243,O=C1C2CCCCC1CC2,2.1557000000000004,17.07
1244,Cc1ccnc(C)n1,1.09344,25.78
1245,C=CCC1C=CCC1,2.5287000000000006,0.0
1246,F[Si](Cl)(Cl)Cl,2.1079,0.0
1247,Cl[Th](Cl)Cl,2.0685000000000002,0.0
1248,CC=CC=CC=CC,2.6948000000000008,0.0
1249,CCCCCC1=CCCCC1,4.067100000000003,0.0
1250,COC1CC=CCC1,1.7415,9.23
1251,C=CP(=S)(Cl)Cl,2.9170000000000007,0.0
1252,C=CCS(C)(=O)=O,0.21700000000000008,34.14
1253,C=CSCCC,2.2731000000000003,0.0
1254,CC=C=CCCCC,2.9078000000000017,0.0
1255,CC=C1C=CCCC1,2.6728000000000014,0.0
1256,Cn1cnnc1Br,0.5775999999999998,30.71
1257,Cc1ccccc1CN=C=S,2.5978200000000014,12.36
1258,COC1(OC)CC=CCC1,1.7156,18.46
1259,C=CCC(O)C(=C)C,1.4994999999999998,20.23
1260,FC1CCCCC1Br,2.662000000000001,0.0
1261,Clc1cscc1Cl,3.0549,0.0
1262,CSP(=O)(Cl)Cl,2.9351000000000003,17.07
1263,CNc1cccnc1,1.1232999999999997,24.92
1264,CN(C)C1CCCC1,1.4906,3.24
1265,CC#CC1CCCCC1,2.5900000000000007,0.0
1266,CN=C(SC)SC,1.6982000000000002,12.36
1267,C=C=CC(=O)OC,0.5005,26.3
1268,Clc1cccc(Cl)c1I,3.5980000000000008,0.0
1269,N#C[AlH2],-0.8994200000000001,23.79
1270,CC1CCC(C)(O)C1,1.5574,20.23
1271,CCC=NNCCC,1.3818,24.39
1272,CC=C(C)C(C)(C)O,1.7235,20.23
1273,COCN=C=S,0.6931,21.59
1274,CCCCc1cccc(F)c1,3.168300000000002,0.0
1275,CCCCC(C)C(=O)CC,2.791800000000001,17.07
1276,CC#CC(C)C,1.6657,0.0
1277,C1CC12CCC21CC1,2.3406000000000002,0.0
1278,CCCCCC(C)N=C=S,3.0580000000000016,12.36
1279,CCN(CC)N(C)C,0.8048,6.48
1280,CCCC(C)(C)C(C)O,2.1935000000000007,20.23
1281,CC1CC(C)SCO1,1.8743999999999998,9.23
1282,CC[CH]CC,2.01069,0.0
1283,C[C](F)F,1.43479,0.0
1284,CC1(C)CN=S=N1,1.2284,24.72
1285,CCS(=O)C(C)(C)C,1.5535,17.07
1286,CCCCC=CCCCCCCC,5.093300000000005,0.0
1287,CCOC(OCC)SCC,2.0961,18.46
1288,CN1CCCCN1C,0.5588,6.48
1289,CC1=C(C)C1(C)C,2.3626000000000005,0.0
1290,CCCCCC#CCCCCl,3.589100000000003,0.0
1291,C1CC1=C1CC1,1.8706,0.0
1292,[2H]C([2H])C,1.0262,0.0
1293,C[Hg]C(C)C,1.9452999999999998,0.0
1294,CCC(C)CI,2.4675000000000002,0.0
1295,COc1ccccc1C=NO,1.5032999999999999,41.82
1296,CC(=CCCl)CCl,2.4103000000000003,0.0
1297,COB(Br)OC,0.659,18.46
1298,CN=C(NC)N(C)C,-0.24680000000000013,27.630000000000003
1299,CCCC(I)CCC,3.390200000000002,0.0
1300,C=CCC#CCCCC,2.756100000000001,0.0
1301,CCCCOCC1CS1,1.9185,9.23
1302,CSc1ncccc1O,1.5091,33.120000000000005
1303,C=c1ccccc1=C,0.5072,0.0
1304,C=CCC(O)C(C)C,1.5794,20.23
1305,F[CH]Cl,1.31399,0.0
1306,Cc1ccccc1OC(C)C,2.7822200000000015,9.23
1307,CN1C=CCC=C1,1.3493,3.24
1308,C#COC=C,0.7372,9.23
1309,Fc1cncc(F)n1,0.7547999999999999,25.78
1310,COCC(OC)(OC)OC,0.2258,36.92
1311,F[Si]1(F)CC=CC1,1.9374,0.0
1312,CC#CCC(=O)O,0.4844,37.3
1313,CCCCCC1C=CCC1,3.5329000000000024,0.0
1314,C=CCN1CCNC1=O,0.19760000000000005,32.34
1315,COc1ccc(Br)cc1O,2.163300000000001,29.46
1316,F.F.O=[Al],-0.1946,17.07
1317,COc1ncc(Cl)cn1,1.1385999999999998,35.010000000000005
1318,CC=C1CCCO1,1.7006,9.23
1319,FC(F)(F)C#CI,1.9445999999999999,0.0
1320,I.O=[Re](=O)=O,0.25910000000000005,51.21
1321,CCCC[C](C)C,2.790890000000001,0.0
1322,COn1ccccc1=O,-0.09330000000000005,31.23
1323,C=C1C2CCCCC1CC2,3.142800000000002,0.0
1324,C1=CC2CC=CC2C1,2.1386000000000003,0.0
1325,F[W](F)(F)(F)=S,2.3265000000000002,0.0
1326,CN=P(C)(C)C,1.7067999999999999,12.36
1327,CC1CCC2CCCCC2S1,3.4607000000000028,0.0
1328,CCn1ncc2ccccc21,2.0562,17.82
1329,COc1ccc(C)cc1I,2.608220000000001,9.23
1330,CCCCCCCC(=O)C=O,2.1149,34.14
1331,C1C2C1C1C3C2C13,1.1281,0.0
1332,C=C(SC)SC,2.1836,0.0
1333,C=C=C(C)C1CC1,2.1276,0.0
1334,C=C(C)CCCC(=C)C,3.308900000000002,0.0
1335,C1=CC2CCCCC1N2,1.4569999999999999,12.03
1336,[Mo]=[Mo],-0.005,0.0
1337,N=c1ccc(Cl)cn1O,0.8582700000000001,49.010000000000005
1338,C=C(C)CSC,1.9255,0.0
1339,C=C=CC=O,0.5264,17.07
1340,C1#CCSCC#CCSC1,1.4732,0.0
1341,C=CC(C)C(=O)O,0.8931,37.3
1342,CC(COC=O)OC=O,-0.2791000000000001,52.6
1343,CC(C)CCS(C)=O,1.411,17.07
1344,CCSCCOC,1.3859,9.23
1345,Cc1nnc(Br)n1C,0.8860199999999999,30.71
1346,CC#CCC(C)(C)C,2.445900000000001,0.0
1347,COCC(C)(C)CO,0.6513,29.46
1348,O=S=N[SiH3],-1.3366,29.43
1349,CCCC#CCC(C)O,1.5608,20.23
1350,COc1sc(C)cc1C,2.37354,9.23
1351,CB1NB(C)N(C)S1,0.4055999999999997,15.27
1352,COc1ccc(OC)s1,1.7652999999999999,18.46
1353,CCCn1cnnc1N,0.2702999999999999,56.730000000000004
1354,CSC#CSC,1.6307999999999998,0.0
1355,CCC(C)C(C)(C)Cl,3.049900000000002,0.0
1356,BrN1CCCCC1,1.7822,3.24
1357,CCC#CCCCCCCCCC,4.540500000000004,0.0
1358,C=C=C=O,0.15909999999999996,17.07
1359,CC=COC=CCC,2.4603,9.23
1360,CC12C3C=CCC1C32,1.8284,0.0
1361,C=c1oc(=O)oc1=C,-0.9465999999999999,43.35
1362,Cn1cc(Cl)cnc1=O,0.4337,34.89
1363,CC(=O)C=C(C)S,1.409,17.07
1364,C=S(F)(F)(F)F,2.2967000000000004,0.0
1365,C1CC2OOC1C21CC1,1.2593999999999999,18.46
1366,C=C1CC2C=CC12,1.7485,0.0
1367,C=CCN=CC(C)(C)C,2.2893,12.36
1368,CN(C)N1CCCCCCC1,1.7290999999999999,6.48
1369,N#Cc1cccc(I)c1,2.1628800000000004,23.79
1370,C[Se]c1ccccc1N,0.6464,26.02
1371,COCCc1ccncc1,1.2705,22.12
1372,C1=CC12CCC2,1.7265,0.0
1373,C[Se][As](C)C,0.9897999999999999,0.0
1374,O=NC(Cl)(Br)Br,2.3927,29.43
1375,[SiH3]c1ccco1,-0.7297,13.14
1376,CCOc1ccccc1CC#N,2.1513799999999996,33.019999999999996
1377,C1=CCC2CSCC2C1,2.3156,0.0
1378,COC(CCl)(OC)OC,0.8182,27.69
1379,C=C1CC2CC=CC12,2.1386000000000003,0.0
1380,Cc1cc(C)nnn1,0.48843999999999993,38.67
1381,CC1(C#N)CC1,1.3100800000000001,23.79
1382,BrC1C2CCCC1OO2,1.6328,18.46
1383,CCC=CC(=O)OCCCC,2.2959000000000005,26.3
1384,CCC=C(C)C(O)CC,2.1136,20.23
1385,CCCC=CN=NCC,2.7723000000000013,24.72
1386,CSc1ccn(C)n1,1.1420000000000001,17.82
1387,C=CC(O)C1CCCC1,1.7235,20.23
1388,C#CC1(C=C)CC1,1.5857999999999999,0.0
1389,C=C(CC)SCC,2.6632000000000007,0.0
1390,C=C=C(CCC)OC=C,2.615400000000001,9.23
1391,CC(C)N1NC1(C)C,0.9510999999999998,24.950000000000003
1392,ClC(Cl)C1CO1,1.1888999999999998,12.53
1393,[CH2]Cc1ccccc1,2.06319,0.0
1394,NCCC(F)CN,-0.36800000000000005,52.04
1395,CCN(N=O)C(=N)N,-0.11682999999999988,82.54
1396,CC(C)C#CO,0.9758,20.23
1397,Nc1ncc(N)c(N)n1,-0.7767999999999999,103.83999999999999
1398,ClC(CBr)CBr,2.3836000000000004,0.0
1399,NC[C@H](O)CCl,-0.45520000000000005,46.25
1400,NC[C@@H](O)CCl,-0.45520000000000005,46.25
1401,CCC(C)N(COC)N=O,1.3722,41.9
1402,CC(CCl)SC(C)CCl,2.9742000000000015,0.0
1403,CC(CO)N(CCO)N=O,-0.6571,73.13
1404,CC=CC=CC=COC,2.2788000000000004,9.23
1405,O=CC(Cl)=CCl,1.5043,17.07
1406,O=C(CO)CF,-0.4826999999999999,37.3
1407,CC(I)C(=O)O,0.8945000000000001,37.3
1408,NCCCC(=S)S,0.9825000000000004,26.02
1409,CC1=CC1,1.3364,0.0
1410,O=C(O)C(=O)CCl,-0.12110000000000004,54.37
1411,N=C(N)N(N)N,-2.07073,105.15
1412,C=C(N)CC(=O)O,-0.06650000000000006,63.32000000000001
1413,CCCC(O)CC(=O)O,0.6221,57.53
1414,C=C(Cl)CNC,0.9582999999999999,12.03
1415,Oc1ccc2ncsc2c1,2.0019,33.120000000000005
1416,CCNS(=O)(=O)OC,-0.5129000000000001,55.400000000000006
1417,CCCCC(S)CN,1.4337,26.02
1418,CC(CS)C(=O)O,0.6369,37.3
1419,COCN(CC(C)C)N=O,1.2297,41.9
1420,O.OCC(O)CO,-2.4927999999999995,92.19000000000001
1421,C#CCC(CC)C(=O)O,1.1205,37.3
1422,CN1CCN=N1,0.29899999999999993,27.96
1423,C=C(C)C1CO1,0.9613,12.53
1424,CNC.ClCC1CO1,0.4595999999999998,24.56
1425,C=CCC1CC(=O)N1,0.4509999999999999,29.1
1426,NCCCc1ccccc1N,1.1601000000000001,52.04
1427,[85Sr+2],-0.3808,0.0
1428,CCCC=Cc1ccco1,3.092900000000001,13.14
1429,CCCC=CC=CC(=O)O,1.9835,37.3
1430,CCC=CCC=CCO,1.8912,20.23
1431,[Cr].[Cu].[O-2],-0.12380000000000001,28.5
1432,C=C.FC(F)=C(F)F,2.7932000000000006,0.0
1433,NCCOCCOCCOCCO,-1.0127999999999988,73.94000000000001
1434,CC(=O)OC1CO1,-0.09420000000000006,38.83
