Index,SMILES,LogP,TPSA
1435,C1CC2(CCO1)CO2,0.5658,21.759999999999998
1436,CC(O)C(C)C(=O)O,0.08790000000000003,57.53
1437,ON=c1ccn(O)cc1,0.015300000000000147,57.75
1438,O=C(O)CSCCO,-0.20349999999999996,57.53
1439,[191Os],-0.0025,0.0
1440,[187Re],-0.0025,0.0
1441,[143Pr],0.0,0.0
1442,[149Pm],0.0,0.0
1443,C=CCC.O=S=O,0.9122000000000001,34.14
1444,C[As](O)O,-0.911,40.46
1445,Cc1nn(C)c(C)c1N,0.6191399999999999,43.84
1446,NNCCc1ccccc1Br,1.4548999999999994,38.05
1447,CC(=O)c1scnc1C,1.65412,29.96
1448,CP(=O)(CN)CN,-0.18830000000000002,69.11
1449,FC1(F)CCCCC1,2.5858000000000008,0.0
1450,FCC(F)C(F)(F)F,1.8562999999999998,0.0
1451,CC(=O)C=CO,0.6471,37.3
1452,[Cu+2].[O-2],-0.1213,28.5
1453,CCN(CC)CN1CC1,0.6013,6.25
1454,SSCc1ccccc1,2.7646000000000006,0.0
1455,NN(CCCl)CCCl,0.6396999999999999,29.259999999999998
1456,CCN(N=O)C(=O)OC,0.7561,58.97
1457,[Cu+2].[S-2],-0.0049,0.0
1458,ON=[SiH2],-0.8077000000000001,32.59
1459,[O-][I+]O,-4.742,43.29
1460,O=[SiH]O,-1.3243,37.3
1461,[193Au],-0.0025,0.0
1462,[177Hf],-0.0025,0.0
1463,[142Pr],0.0,0.0
1464,[108Ag],-0.0025,0.0
1465,[134IH],0.6180000000000001,0.0
1466,[240Am],0.0,0.0
1467,[Cl-].[Tl+],-3.3768000000000002,0.0
1468,[240Cm],0.0,0.0
1469,[244Am],0.0,0.0
1470,[247Cm],0.0,0.0
1471,[115Ag],-0.0025,0.0
1472,[166Dy],0.0,0.0
1473,C1CNCCN1.O,-1.6454999999999993,55.56
1474,SCCN1CC1,0.2318,3.01
1475,NCCOP(O)(O)=S,-0.8292000000000002,75.71000000000001
1476,Cl[Ni-](Cl)Cl,2.066,0.0
1477,C1CO1.C1OCOCO1,-0.06109999999999993,40.22
1478,C=O.Cc1ccccc1,1.81012,17.07
1479,C=CCOCCOC(C)=O,0.7521,35.53
1480,[182Hf],-0.0025,0.0
1481,[258Md],0.0,0.0
1482,CCC1(C)CCOC1=O,1.3496,26.3
1483,CC1Cc2ccccc2N1N,1.3113000000000001,29.259999999999998
1484,[Ce+3].[OH-],-0.1768,30.0
1485,C=CCc1ccccc1S,2.7038000000000015,0.0
1486,COC(=O)CSCCN,-0.14869999999999994,52.32
1487,C=C(C)COC(=O)Cl,1.9379,26.3
1488,CC(N)CN1CCOCC1,-0.33419999999999983,38.489999999999995
1489,C=CC(O)CCCCCCC,2.8938000000000015,20.23
1490,[Cl-].[Hg+],-2.9985,0.0
1491,[Ni].[O-2].[V],-0.12380000000000001,28.5
1492,CC=CSSC=CC,3.4350000000000023,0.0
1493,CN(C)C(=O)NN=O,-0.06099999999999989,61.77
1494,CC1(N)CC=CC=C1O,1.1056000000000001,46.25
1495,CCCC(O)C(C)CO,0.7758,40.46
1496,[CH2]CCCCC(C)C,3.0368900000000014,0.0
1497,OC=C(O)O,0.4592999999999999,60.69
1498,OCCNCCO.S,-1.3266,52.489999999999995
1499,CSSc1ccccn1,2.4516999999999998,12.89
1500,CCCCNC(C)CO,0.7568999999999999,32.26
1501,CCC(CC)CN(C)C,1.9842,3.24
1502,OC(O)CCOCCC(O)O,-1.5953999999999997,90.15
1503,OC/C=C/CO,-0.47280000000000005,40.46
1504,OCCCOCCOCCCO,-0.21560000000000018,58.92
1505,CCC[n+]1ccccc1,1.3841,3.88
1506,[147Tb],0.0,0.0
1507,CC(=O)ON,-0.5768,52.32
1508,CCCc1cccc(CC)c1,3.201500000000002,0.0
1509,[182Re],-0.0025,0.0
1510,C[Ge](C)C,1.3705999999999998,0.0
1511,[167Tm],0.0,0.0
1512,[160Gd],0.0,0.0
1513,[150Sm],0.0,0.0
1514,[141Pm],0.0,0.0
1515,[193Hg],-0.0025,0.0
1516,[146Nd],0.0,0.0
1517,[151Nd],0.0,0.0
1518,[185Ta],-0.0025,0.0
1519,[101Pd],-0.0025,0.0
1520,[189Re],-0.0025,0.0
1521,[162Tm],0.0,0.0
1522,[Cr+3].[OH-],-0.17930000000000001,30.0
1523,[165Er],0.0,0.0
1524,[147Eu],0.0,0.0
1525,[106Ag],-0.0025,0.0
1526,CCC(N)P(=O)(O)O,-0.1411,83.55000000000001
1527,[O]C(F)C(F)(F)F,1.2748000000000002,19.9
1528,Br[Hg-](Br)Br,2.5343,0.0
1529,C=CC=CC(C)OCC,2.1536,9.23
1530,[110Ag+],-0.0025,0.0
1531,CC(O)=CCC(=O)O,0.9229,57.53
1532,O=NNc1ccccc1,1.7799,41.46
1533,CCNC(=O)SCC,1.469,29.1
1534,CCCC(CC)CCO,2.1951000000000005,20.23
1535,Cc1ccc(F)c(O)c1,1.83972,20.23
1536,O=C1CC(CO)NC1CO,-1.7293999999999994,69.56
1537,CCS(=O)(=O)CCSC,0.7841000000000001,34.14
1538,CCC(C)C(=O)C=O,0.8005,34.14
1539,C=CCCCCN=C=S,2.445500000000001,12.36
1540,CN(Br)CCO,0.22040000000000004,23.47
1541,CNC(=O)C(=O)O,-1.183,66.4
1542,[227Pa],0.0,0.0
1543,CCOP(=O)(O)SCC,1.8764,46.53
1544,CNC(=O)C(C)=O,-0.6786000000000003,46.17
1545,CCCc1ccccc1CCC,3.5916000000000023,0.0
1546,CCCCCN(C)CCCCC,3.298600000000002,3.24
1547,Cc1ccccc1C(O)CO,1.0207199999999998,40.46
1548,C=COCCSCCCl,2.1185,9.23
1549,CS(=O)c1ccccn1,0.819,29.96
1550,FC1(Cl)CO1,0.8787,12.53
1551,NCC1CCN1,-0.6930000000000003,38.05
1552,NCCC[Se]CCN,-0.16529999999999967,52.04
1553,CCC1(Br)CCNC1=O,1.0499999999999998,29.1
1554,C1=NCNN1,-0.9200000000000002,36.42
1555,CC(=O)C1=CCCC1,1.6857,17.07
1556,CC(=S)SCC(=O)O,1.1514999999999997,37.3
1557,I[Hg-](I)I,2.6546000000000003,0.0
1558,Nc1ncncc1CO,-0.4489,72.03
1559,CC1=NCC(=O)O1,-0.03839999999999999,38.66
1560,CC(N)B(O)O,-1.6543999999999999,66.48
1561,N#N.O=C=O.O=O,-0.48634,115.85999999999999
1562,FP(F)(=S)Cl,2.3887,0.0
1563,CSC(=N)N.I,0.86087,49.870000000000005
1564,N#CN=C(N)N=C=N,-0.4651499999999999,98.38
1565,C1COCCN1.Cl,0.027999999999999914,21.259999999999998
1566,CN(C)C=CCN(C)C,0.6233,6.48
1567,Nc1cccc2cnsc12,1.8785,38.91
1568,NC(=O)OC1CCCC1,1.0243000000000002,52.32000000000001
1569,C=C(CO)C(=O)O,-0.3804999999999999,57.53
1570,ON=C1CCCC2CC12,1.6366,32.59
1571,N#CSc1ccccc1Cl,2.9131800000000005,23.79
1572,CC(C)C(CO)CO,0.24319999999999992,40.46
1573,ClCCOP1OCCO1,1.5154999999999998,27.69
1574,C#CC1(Cl)CCCCC1,2.561300000000001,0.0
1575,OCc1cnccn1,-0.031100000000000128,46.010000000000005
1576,O=[Sb][O-],-1.6886,40.129999999999995
1577,CC(C)COCCS,1.5888,9.23
1578,CCCCN(CC)C(C)=O,1.6549,20.310000000000002
1579,CCCN(CC)CCCl,1.9571,3.24
1580,NC(=O)Nc1ccncc1,0.5722000000000003,68.01
1581,Cc1ncsc1CCCCCl,3.013020000000002,12.89
1582,NC(CCO)c1ccccc1,1.0688,46.25
1583,C1OC1CSCC1CO1,0.5172,25.06
1584,Cc1ncsc1CCBr,2.3889200000000006,12.89
1585,NC(=O)NCCCO,-0.9628999999999999,75.35000000000001
1586,C[Si](C)(C)CCS,2.254400000000001,0.0
1587,C=CC=CC=CCCCC,3.4750000000000023,0.0
1588,Nc1cccc(Cl)n1,1.3172,38.91
1589,CC(C)Cc1cscn1,2.3416000000000006,12.89
1590,CCCc1nc[nH]c1C,1.67062,28.68
1591,Cl.NNC1CCCCC1,1.2042,38.05
1592,FC(F)(F)C1NCCO1,0.4945999999999998,21.259999999999998
1593,CC1CNCCN1SC=S,0.8855,15.27
1594,CC(C)N(N)CCC#N,0.48417999999999994,53.05
1595,CC[S+](C)CC,1.2743,0.0
1596,CCCC(O)CCO,0.5298,40.46
1597,NCCOCNc1ccccc1,1.0312999999999997,47.28
1598,CCOC(=O)C(C)NN,-0.5986999999999998,64.35
1599,CCP(N)(=O)SC,1.5211,43.09
1600,CCN1CCSC1=N,0.98987,27.090000000000003
1601,CCCNC(=O)NC,0.3254,41.13
1602,ClCc1cnc[nH]1,1.1485,28.68
1603,Cl.OCCN1CCOCC1,-0.2673000000000001,32.7
1604,CCCCCCC1CCCCN1,3.0989000000000013,12.03
1605,ClCCOCC1CO1,0.6406,21.759999999999998
1606,CC(C)(C)COC=O,1.2055,26.3
1607,CCC(C=NO)CC,1.8825999999999998,32.59
1608,CC=C(Cl)C(=O)O,1.2136,37.3
1609,COC(=O)CCSCCO,0.27499999999999986,46.53
1610,C=CCOC(=O)OCCO,0.3179,55.760000000000005
1611,CCC(O)C(C)C=O,0.5923,37.3
1612,N#CCCCCOCCCCC#N,2.39076,56.809999999999995
1613,Nc1ccc2ccsc2c1,2.4835000000000003,26.02
1614,CCCn1nnnc1N,-0.33470000000000016,69.62
1615,N#CCCCO,0.28248,44.019999999999996
1616,N#CC1CCCCO1,1.07908,33.019999999999996
1617,CCOC(C)C=O,0.6103000000000001,26.3
1618,CCCCCCCCNC=O,2.0929,29.1
1619,COCC(=O)CC(C)=O,0.18100000000000027,43.370000000000005
1620,O=C(CCl)OCCBr,1.1633000000000002,26.3
1621,CCCCCCNC1C=CCC1,2.874900000000001,12.03
1622,NNC(=O)C(=O)O,-1.9391000000000003,92.42
1623,NC(=O)c1cccnn1,-0.4245000000000001,68.87
1624,CCC(O)CC(CC)CO,1.1659,40.46
1625,CC1OCNC1=O,-0.5212000000000001,38.33
1626,CC(C)n1nnnc1N,-0.16380000000000006,69.62
1627,OCCOC1CCCCC1,1.328,29.46
1628,CCCCOC(CBr)CBr,2.961500000000002,9.23
1629,NC(=O)C1=CCCC1,0.5820000000000001,43.09
1630,O=[As]c1ccccc1O,0.06719999999999998,37.3
1631,O=C(O)CNCCO,-1.3470999999999997,69.56
1632,CC(C)(C)SCCC=O,2.1071,17.07
1633,CCC(O)C(C)(C)N,0.49460000000000004,46.25
1634,CCSC1CCCC1O,1.6529,20.23
1635,OCCCc1ccco1,1.2045,33.370000000000005
1636,C=CCOC(=O)C=CC,1.2917,26.3
1637,BrCCC1CCCCCC1,3.741800000000003,0.0
1638,CN(C)COC(=S)S,0.7367999999999999,12.47
1639,CCCCC(F)(F)F,2.738900000000001,0.0
1640,OC1CCCC2CCCC12,1.9475,20.23
1641,CCC1CCCC(O)C1,1.9475,20.23
1642,CCC1C(=O)COC1=O,0.13850000000000007,43.370000000000005
1643,COC(CC(C)=O)OC,0.5844,35.53
1644,CCCC(=O)c1ccco1,2.2624000000000004,30.21
1645,OC1C2CC3C1C3C2O,-0.39610000000000006,40.46
1646,CCSS(=O)(=O)CC,1.0892,34.14
1647,CC1CCCC1C(=O)O,1.5072,37.3
1648,CCOC(=O)CC(O)CF,0.2700000000000002,46.53
1649,CCCCOC(=O)NCCCl,1.7515,38.33
1650,Nc1cccnn1,0.05880000000000002,51.8
1651,O=C(O)CC(Br)Br,1.5770000000000002,37.3
1652,CCCCN(C)CC(C)O,1.0991,23.47
1653,CC(N)CC1=CCCCC1,2.2241,26.02
1654,NCCNC1CCCCC1O,-0.16180000000000078,58.28
1655,CCOCCCCOCC,1.8396000000000001,18.46
1656,CC(=O)OCCSC#N,0.76378,50.09
1657,O=C(CCN1CC1)NCO,-1.2418999999999996,52.34
1658,Nc1c[nH]ccc1=O,-0.04289999999999988,58.88
1659,CC(O)CN1CCCCC1,0.8531000000000002,23.47
1660,CC(=O)OCCSCCCl,1.5215,26.3
1661,C=CC(O)CN,-0.508,46.25
1662,CCSCCOC(C)=O,1.3026,26.3
1663,ONC=Nc1ccccc1,1.3252,44.62
1664,CCC(CC)C(N)=O,0.9078999999999999,43.09
1665,CCOC(=N)N(C)C,0.5192699999999999,36.32
1666,CN(C)NCCC#N,-0.03371999999999997,39.06
1667,CN(C)N(CCO)CCO,-1.2503999999999997,46.94
1668,NC(=O)Cc1cscn1,0.17089999999999989,55.980000000000004
1669,SCCOc1ccccc1,1.9951999999999999,9.23
1670,Nc1ccc2nccnc2c1,1.212,51.8
1671,NC(=O)NN1CCOCC1,-1.0981,67.59
1672,CNN(C)c1ccccc1C,1.56562,15.27
1673,CSc1cc(N)ncn1,0.7807000000000001,51.8
1674,Cc1cccnc1NC=O,0.9583199999999998,41.99
1675,O=COCC(CCl)OC=O,-0.06020000000000003,52.6
1676,Nn1cnc2ccccc21,0.7500999999999999,43.84
1677,CC(C)N(C)CCO,0.3189,23.47
1678,CCCCCN(C)CCO,1.1007,23.47
1679,CCN=C(NCC)NCC,0.5812999999999999,36.42
1680,Nc1ncc(I)cn1,0.6634,51.8
1681,CNc1nc(SC)ncc1C,1.54862,37.81
1682,OCCCCC1COCO1,0.5219,38.69
1683,CC1CCC2NCCNC2C1,0.7363999999999998,24.06
1684,CC1CNc2ccccc2N1,1.9124999999999999,24.06
1685,C1CN1CN1CC1,-0.42490000000000006,6.02
1686,CCSc1ccccc1C,3.107020000000002,0.0
1687,CC(CS)CCS,1.8721999999999999,0.0
1688,O=C1CC(=O)OCO1,-0.5660000000000001,52.60000000000001
1689,Nc1ccc(F)cc1Br,2.1704,26.02
1690,CCOCC#CCOCC,1.0628,18.46
1691,Cc1ccc2nnnn2c1,0.43271999999999977,43.08
1692,CC1CN=C(N)NC1=O,-0.9329999999999998,67.47999999999999
1693,CCC(=O)OCCN1CC1,0.2552000000000001,29.310000000000002
1694,C=C(Br)C(C)N,1.2421999999999997,26.02
1695,c1coc2occoc=2o1,1.90778,52.56
1696,CCNS(=O)(=O)O,-0.6013,66.4
1697,CCCCCNCCCCCO,1.9288000000000003,32.26
1698,CCCCCOC(=O)NCCO,0.8951,58.56
1699,Cc1occc1C(=O)O,1.28622,50.44
1700,CCN(CC)CCCCCCO,1.8809,23.47
1701,CCCSCCCl,2.3684000000000003,0.0
1702,CCNC(=O)C(CC)CO,0.14099999999999985,49.33
1703,CCC(=O)Nc1nccs1,1.4916,41.99
1704,COS(=O)OCCBr,0.6230000000000001,35.53
1705,C=CC(N)CCC,1.2998,26.02
1706,CC1CN1SSN1CC1C,1.606,6.02
1707,CC(C)(CCl)N=S=O,1.4004,29.43
1708,CCCC(=O)C(OC)OC,0.9744999999999999,35.53
1709,CC1CCCCN1CCCO,1.2431999999999999,23.47
1710,CC(C)=NN=C(N)N,-0.3444,76.75999999999999
1711,Clc1nnc2ccccn12,1.3826999999999998,30.19
1712,C=CC1OCCN1CC,0.8506,12.47
1713,O=CC(=O)c1ccsc1,1.1297,34.14
1714,CC(C)=NOC(N)=O,0.47750000000000015,64.68
1715,Cc1cccnc1NN,0.6756199999999999,50.94
1716,NCCC(O)CCl,-0.0651000000000001,46.25
1717,COC(=O)NCCCl,0.5811999999999999,38.33
1718,Clc1ccnnc1Cl,1.7833999999999999,25.78
1719,C[C@H]1C[C@H]1C,1.6622999999999999,0.0
1720,Cc1cc(N)c(C)nn1,0.6756399999999999,51.8
1721,Nc1ccnn2cnnc12,-0.2935000000000001,69.1
1722,CCc1nnc(Cl)s1,1.7539,25.78
1723,C=CCC(C#N)CCC#N,2.0060599999999997,47.58
1724,NN=C1CCCC1,0.8751000000000001,38.379999999999995
1725,Nc1nnc2ccccn12,0.3115,56.209999999999994
1726,Cc1ccc(F)cc1C,2.44254,0.0
1727,ClCC1CC2C=CC1C2,2.4374000000000002,0.0
1728,Nc1ncnc2c1ncn2N,-0.8777000000000001,95.64
1729,C=C(Br)CSCCO,1.6204999999999996,20.23
1730,CNC(=O)NC(=O)NC,-0.7451999999999999,70.23
1731,[Br-].[Na+],-5.992,0.0
1732,COC(=O)c1ccncn1,0.2631999999999999,52.08
1733,CC(C)COc1ccccc1,2.721400000000001,9.23
1734,CC=NCCCCCCCC,3.4376000000000024,12.36
1735,SCCCNC1CCCCC1,2.2286,12.03
1736,CCCC(C#N)C(=O)O,1.01088,61.09
1737,O=C(NCCCl)NCCBr,0.9193,41.13
1738,NCC1CCC=CO1,0.6377999999999997,35.25
1739,CC(F)C(=O)O,0.429,37.3
1740,Nc1ncnc(N)c1C=O,-0.5465,94.88999999999999
1741,CCCCCCSCC(O)CCl,2.8996000000000013,20.23
1742,CN(C)CCCCCCN,1.0671,29.259999999999998
1743,CCCOCC(O)CNCCN,-0.6777999999999982,67.51
1744,C[C@@H](O)CO,-0.6405000000000001,40.46
1745,CCSCC=CCSCC,3.0488000000000017,0.0
1746,CCCCSCC(O)CCl,2.1193999999999997,20.23
1747,CC1C=CCP1(C)=O,1.9376,17.07
1748,CC1CN(C)CC1C,1.204,3.24
1749,CCCCSSCCC(=O)OC,2.7310000000000008,26.3
1750,OCC1(CO)CCCCO1,-0.08970000000000034,49.69
1751,ON=C1CCC2CCC1C2,2.0267,32.59
1752,CCCSC(C)(C)C,2.9281000000000015,0.0
1753,Cc1cccc(O)c1Br,2.4631200000000013,20.23
1754,OB(O)CI,-0.5666,40.46
1755,O=S1(=O)CC(O)C1,-1.2243000000000002,54.370000000000005
1756,CSCCc1ccccn1,1.9871,12.89
1757,CN1NCc2cncnc21,-0.06900000000000062,41.05
1758,O=C1CCCCCCCC1O,1.6607,37.3
1759,CNc1ccccc1C=O,1.5408,29.1
1760,CCC=CCCCCCCO,2.8954000000000018,20.23
1761,O=C1CC2CCCC1C2,1.7656,17.07
1762,CCOC(=O)NC1CC1,0.8949,38.33
1763,NCCC(=O)NO,-1.1593999999999998,75.35000000000001
1764,N#CCC1CC=CCC1,2.25638,23.79
1765,Cc1nccnc1NN,0.07061999999999985,63.83
1766,Nc1cnnc(N)c1Cl,0.2944000000000002,77.82
1767,ICC1COC(CI)CO1,1.6404,18.46
1768,S=[As]c1ccccc1,1.1285999999999998,0.0
1769,N#CCCCSc1ccccc1,3.082480000000001,23.79
1770,O=C(O)C1CCCCC1O,0.6221000000000001,57.53
1771,C#CCCCCCCl,2.4188,0.0
1772,O=S1CCS(=O)CC1,-0.5025999999999999,34.14
1773,NC(=O)NC1CCC1,0.2071999999999996,55.120000000000005
1774,CC1CCCC(=O)CCC1,2.5458000000000007,17.07
1775,Cc1ccc(N=N)cc1,2.65749,36.21
1776,CNC(=O)c1csnn1,-0.1023,54.88
1777,CC1CN1CO,-0.3597000000000001,23.240000000000002
1778,BrC1CC2OC2C1,1.3111000000000002,12.53
1779,Cc1ncnc(N)c1N,-0.0505799999999999,77.82
1780,CON=C(C)C(N)=O,-0.506,64.68
1781,C1=C2CCCCC2OC1,1.8856,9.23
1782,CC(CO)NC1CCCC1,0.8994,32.26
1783,CCC(CO)NC1CCCC1,1.2894999999999999,32.26
1784,CCC(CC)NC(CC)CO,1.5354999999999999,32.26
1785,C=C1CCCC(O)CCC1,2.2577000000000007,20.23
1786,CC(C)=C(CO)CO,0.30739999999999995,40.46
1787,N#CC=CC=CC#N,1.1459599999999999,47.58
1788,CC(O)CNC1CCCC1,0.8994,32.26
1789,CC1CCC(NCCO)CC1,1.1469999999999998,32.26
1790,O=CC(=O)CC(O)CO,-1.5023,74.60000000000001
1791,N=c1ccccn1CCO,-0.040129999999999943,49.010000000000005
1792,CCC(C)CC(N)O,0.6997,46.25
1793,CC(C)CCCNCCO,1.0045,32.26
1794,COc1cccc(SC)c1,2.4171000000000005,9.23
1795,CCC1=CCC(=O)O1,1.2272,26.3
1796,CC(C)N1CCC1CO,0.4614,23.47
1797,Ic1nn[nH]n1,-0.19569999999999999,54.46
1798,CC1CN1N,-0.4357999999999999,29.03
1799,BrC1=CCCCCCC1,3.6194000000000024,0.0
1800,CCSCCCCO,1.512,20.23
1801,C=CCC(C)(C)C=NN,1.5332,38.379999999999995
1802,CN(N=O)c1nnnn1C,-0.6723000000000003,76.27000000000001
1803,Cn1nnc(CCCl)n1,-0.008600000000000163,43.6
1804,CNC(=O)OCCO,-0.6653,58.56
1805,COc1nccnn1,-0.11980000000000013,47.900000000000006
1806,COB(OC)C1CCCC1,1.7116,18.46
1807,ClCC#Cc1ccccc1,2.2769000000000004,0.0
1808,CC1SCSCS1,2.4606000000000003,0.0
1809,OC1CC2CCC(C1)S2,1.4053,20.23
1810,C#CCOC1CCCC1O,0.5495999999999999,29.46
1811,CCN1C(C)C1C(C)C,1.735,3.01
1812,CC1C=COC(C)CO1,1.3239,18.46
1813,CCOCC(C)=CCl,2.1654999999999998,9.23
1814,CN(C)C.O=CO,-0.12140000000000001,40.540000000000006
1815,CC#CCOCC1CO1,0.42510000000000003,21.759999999999998
1816,CC(=N)Oc1ccccc1,2.06257,33.08
1817,Cc1noc2nccnc12,0.9262199999999998,51.81
1818,CN1CCC(S)(S)CC1,1.2679,3.24
1819,OC1CCCCCCCCC1Cl,3.089100000000002,20.23
1820,COc1cccnn1,0.48519999999999985,35.010000000000005
1821,O=[Hf]=O,-0.2401,34.14
1822,CCCC(F)C(=O)OCC,1.6877,26.3
1823,CON(C)CCO,-0.5281000000000002,32.7
1824,Nc1nccc2snnc12,0.6685,64.69
1825,Cc1ncc(N)cn1,0.36722,51.8
1826,CCOC(CSC)OCC,1.7485,18.46
1827,CCCCN=Cc1ccccc1,2.9056000000000015,12.36
1828,CCC(CC)COCCCN,1.788,35.25
1829,NC(=O)n1nccc1N,-0.6079000000000003,86.93
1830,C=CCNC1=NCCO1,0.14819999999999994,33.620000000000005
1831,O=C(O)C=C1CCCC1,1.5714000000000001,37.3
1832,ON=C1CCn2cccc21,1.0701,37.52
1833,COP(N1CC1)N1CC1,0.4909,15.25
1834,CC=[N+]([O-])CC,0.6073,26.07
1835,OC1CC=CCCCCC1,2.2577000000000007,20.23
1836,CC1=CC(=O)NC1O,-0.6191000000000001,49.33
1837,CCP(C)(C)=S,1.7453999999999998,0.0
1838,CC1OCOC(C)C1C,1.4038,18.46
1839,CCC(C)=NC(=O)NN,0.44060000000000005,67.48
1840,CCCCSC(=O)C(C)O,1.4271,37.3
1841,O=C(O)C1SCCCS1,1.2671999999999999,37.3
1842,CC1=COCCO1,0.8945000000000001,18.46
1843,C=CS(=O)CCCCCCC,2.849000000000001,17.07
1844,CCOP(=O)(C#N)CC,1.80198,50.09
1845,CC1OCCCCO1,1.1594,18.46
1846,C=Cn1nnnc1N,-0.6442000000000001,69.62
1847,CC(=O)C(C)=CC=O,0.7205999999999999,34.14
1848,CNc1ncnc(Cl)c1N,0.7539,63.83
1849,O=C(Cl)CCN=C=S,1.2447000000000001,29.43
1850,Clc1ccc(CI)cc1,3.2750000000000012,0.0
1851,Brc1n[nH]nc1Br,1.3296999999999999,41.57
1852,I.c1ccncc1,1.6995999999999996,12.89
1853,CN=C(NC)S(=O)O,-0.5867,61.69
1854,C[Sn]1(C)CCCCS1,2.7185000000000006,0.0
1855,CCSC(C)CC(=O)O,1.6027,37.3
1856,C=CC1(O)CCOCC1,0.7139,29.46
1857,COCC(C)C=O,0.4678,26.3
1858,O=C(O)C1CCOC1=O,-0.3659000000000001,63.6
1859,ICC1(CI)CCCCC1,3.8069000000000024,0.0
1860,Cc1nc(Cl)ncc1N,1.0206199999999999,51.8
1861,CC1CS(=O)C1,0.38480000000000003,17.07
1862,COC(F)C(C)=O,0.5174000000000001,26.3
1863,CCNCC(=O)O,-0.31949999999999995,49.33
1864,COP(C)(=O)O,0.4479999999999999,46.53
1865,C=CCC=CC1CCCCC1,3.6990000000000025,0.0
1866,CCC=C(C#N)CC,2.25638,23.79
1867,CCCCCCC=CC(O)CC,3.283900000000002,20.23
1868,CCCCC=CCOCC,2.769300000000001,9.23
1869,COC(C)(C)C(C)O,0.7922,29.46
1870,OC1C=Cc2ccccc21,1.7468000000000001,20.23
1871,C=CC1(O)CCCC1,1.4775,20.23
1872,CC(=O)COCC1CO1,-0.009200000000000097,38.83
1873,C=C(Br)C(C)(C)C,2.9411000000000014,0.0
1874,OC1CCCCC2CC12,1.5574,20.23
1875,OCC1C=CCC1,0.9449,20.23
1876,COCCC1CC1,1.4329,9.23
1877,Cc1noc(C)c1Br,2.05394,26.03
1878,CNN=C1CCCC1,1.1358,24.39
1879,O=C(O)C(CBr)CBr,1.477,37.3
1880,C#CC1SCCCS1,1.8157999999999999,0.0
1881,C1=Cc2ccccc2CS1,2.9041000000000015,0.0
1882,CSCc1csc(N)n1,1.5883,38.91
1883,COC(=O)C=CCCBr,1.5006,26.3
1884,CSc1nccnn1,0.5934999999999999,38.67
1885,Cc1cnc(I)[nH]1,1.32272,28.68
1886,CCCC#CC(=O)O,0.8745,37.3
1887,O=C1COCC(=O)C1,-0.4551000000000003,43.370000000000005
1888,CC#CS(=O)C#CC,0.6967000000000001,17.07
1889,COC(CCC1CO1)OC,0.7843,30.99
1890,O=C1OC2CSCC2O1,0.6372,35.53
1891,Nc1nnc[se]1,-0.8842000000000003,51.8
1892,Brc1cnc2ccccn12,2.096799999999999,17.3
1893,CC1CCCCN1O,1.25,23.47
1894,O=CNc1ccn[nH]1,-0.02200000000000013,57.78
1895,C=C[Sn]CCCC,2.0525,0.0
1896,CC1CC=CC(=O)CC1,1.9317,17.07
1897,COC1=NC=CC=CC1,1.5049,21.59
1898,ClC(Cl)=C1OCCO1,1.6374,18.46
1899,CC(N)=NC(C)(C)C,1.1619999999999997,38.379999999999995
1900,NC(Cl)Cl,0.7063,26.02
1901,O=C1CCNC(=O)NC1,-0.7416,58.2
1902,c1cc2nncn2cn1,0.1242999999999998,43.08
